Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,95,0.5,2.0,2.01,2.16,1.49
2023-08-16,95,0.5,2.0,2.01,2.16,1.49
2023-08-17,95,0.5,2.0,2.01,2.16,1.49
2023-08-18,95,0.5,2.0,2.01,2.16,1.49
2023-08-19,96,0.5,2.0,2.01,2.16,1.49
2023-08-21,96,0.5,2.0,2.01,2.16,1.49
