Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,9,1.0,4.64,3.47,4.27,5.0
2023-08-16,9,1.0,4.64,3.47,4.27,5.0
2023-08-17,8,2.0,4.64,3.47,4.27,5.0
2023-08-18,8,2.0,4.64,3.47,4.27,5.0
2023-08-19,8,2.0,4.64,3.47,4.27,5.0
2023-08-21,9,2.0,4.64,3.47,4.27,5.0
