Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,198,1.0,10.11,8.95,9.43,7.95
2023-08-16,196,1.0,10.11,8.95,9.43,7.95
2023-08-17,196,1.0,10.11,8.95,9.43,7.95
2023-08-18,201,1.0,10.11,8.95,9.43,7.95
2023-08-19,205,1.0,10.11,8.95,9.43,7.95
2023-08-21,204,1.0,10.11,8.95,9.43,7.95
