Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,42,2.99,8.14,5.77,7.22,7.0
2023-08-16,44,2.99,8.14,5.77,7.22,7.0
2023-08-17,44,2.99,8.14,5.77,7.22,7.0
2023-08-18,44,2.99,8.14,5.77,7.22,7.0
2023-08-19,45,2.99,8.14,5.77,7.22,7.0
2023-08-21,44,2.99,8.14,5.77,7.22,7.0
