Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,406,2.5,12.73,14.95,11.62,5.0
2023-08-16,406,2.5,12.73,14.95,11.62,5.0
2023-08-17,405,2.5,12.06,14.63,11.31,12.5
2023-08-18,405,2.5,12.06,14.63,11.31,12.5
2023-08-19,414,2.5,10.99,14.31,10.24,8.37
2023-08-21,423,2.5,9.83,14.39,11.02,14.0
