Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,29,1.49,3.0,2.3,3.06,5.99
2023-08-16,29,1.49,3.0,2.3,3.06,5.99
2023-08-17,29,1.49,3.0,2.3,3.06,5.99
2023-08-18,28,1.49,3.0,2.3,3.06,5.99
2023-08-19,28,1.49,3.0,2.3,3.06,5.99
2023-08-21,29,1.49,3.0,2.3,3.06,5.99
