Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,474,0.8,1.85,1.5,1.64,1.6
2023-08-16,474,0.8,1.82,1.45,1.58,1.11
2023-08-17,492,0.8,1.76,1.44,1.53,1.0
2023-08-18,489,0.75,1.76,1.44,1.53,1.0
2023-08-19,491,0.7,1.75,1.46,1.53,1.99
2023-08-21,495,0.8,1.61,1.45,1.28,0.92
