Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,32,0.99,4.74,4.12,4.38,4.0
2023-08-16,32,0.99,4.74,4.12,4.38,4.0
2023-08-17,32,0.99,4.74,4.12,4.38,4.0
2023-08-18,32,0.99,4.74,4.12,4.38,4.0
2023-08-19,35,0.99,4.74,4.12,4.38,4.0
2023-08-21,35,0.99,4.74,4.12,4.38,4.0
