Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,146,1.9,8.26,7.6,8.98,5.99
2023-08-16,147,1.9,8.07,7.51,9.33,6.0
2023-08-17,147,1.9,8.07,7.51,9.33,6.0
2023-08-18,149,1.9,8.07,7.51,9.33,6.0
2023-08-19,154,1.9,8.07,7.51,9.33,6.0
2023-08-21,151,1.9,8.07,7.51,9.33,6.0
