Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,151,2.49,11.57,10.76,8.54,4.0
2023-08-16,152,2.49,12.67,10.82,8.4,18.0
2023-08-17,152,2.49,12.67,10.82,8.4,18.0
2023-08-18,154,2.49,12.67,10.82,8.4,18.0
2023-08-19,156,2.49,12.67,10.82,8.4,18.0
2023-08-21,156,2.49,21.96,13.27,20.14,89.99
