Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,247,0.03,0.77,0.69,0.63,0.75
2023-08-16,247,0.03,0.77,0.69,0.63,0.75
2023-08-17,248,0.03,0.77,0.69,0.63,0.75
2023-08-18,252,0.03,0.77,0.69,0.63,0.75
2023-08-19,255,0.03,0.77,0.69,0.63,0.75
2023-08-21,256,0.03,0.77,0.69,0.63,0.75
