Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,43,4.5,40.54,51.37,54.84,28.9
2023-08-16,43,4.5,40.54,51.37,54.84,28.9
2023-08-17,45,4.5,40.54,51.37,54.84,28.9
2023-08-18,46,4.5,40.54,51.37,54.84,28.9
2023-08-19,46,4.5,40.54,51.37,54.84,28.9
2023-08-21,48,4.5,40.54,51.37,54.84,28.9
