Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,151,0.49,1.69,5.13,4.55,3.49
2023-08-16,151,0.49,1.69,5.13,4.55,3.49
2023-08-17,149,0.49,1.82,5.2,5.23,8.0
2023-08-18,148,0.49,4.49,4.12,4.18,1.52
2023-08-19,145,0.49,6.1,4.52,5.17,19.89
2023-08-21,146,0.49,5.12,4.57,5.15,0.99
