Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,22,0.5,4.48,5.27,2.83,1.85
2023-08-16,20,0.5,4.48,5.27,2.83,1.85
2023-08-17,20,0.5,4.48,5.27,2.83,1.85
2023-08-18,20,0.5,4.48,5.27,2.83,1.85
2023-08-19,20,0.5,4.48,5.27,2.83,1.85
2023-08-21,21,0.5,4.48,5.27,2.83,1.85
