Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,84,20.0,58.47,46.64,72.06,45.0
2023-08-16,83,20.0,58.47,46.64,72.06,45.0
2023-08-17,84,20.0,58.47,46.64,72.06,45.0
2023-08-18,84,20.0,58.47,46.64,72.06,45.0
2023-08-19,86,20.0,58.47,46.64,72.06,45.0
2023-08-21,85,20.0,58.47,46.64,72.06,45.0
