Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,167,0.19,0.76,1.21,0.93,1.25
2023-08-16,167,0.19,0.76,1.21,0.93,1.25
2023-08-17,167,0.19,0.76,1.21,0.93,1.25
2023-08-18,172,0.19,0.76,1.21,0.93,1.25
2023-08-19,172,0.19,0.76,1.21,0.93,1.25
2023-08-21,175,0.2,0.76,1.21,0.93,1.25
