Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,1277,0.99,28.82,14.93,29.18,4.32
2023-08-16,1277,0.99,28.35,15.02,26.54,15.31
2023-08-17,1282,0.99,26.53,14.77,23.23,7.53
2023-08-18,1282,0.99,27.51,14.9,22.64,23.3
2023-08-19,1297,0.99,27.25,13.37,20.97,2.56
2023-08-21,1295,0.5,28.98,14.57,14.24,15.0
