Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,81,1.5,7.12,7.12,6.27,3.5
2023-08-16,83,1.5,7.12,7.12,6.27,3.5
2023-08-17,83,1.5,7.12,7.12,6.27,3.5
2023-08-18,84,1.5,7.12,7.12,6.27,3.5
