Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,16,69.99,105.86,121.72,93.37,35.0
2023-08-16,16,69.99,105.86,121.72,93.37,35.0
2023-08-17,16,69.99,105.86,121.72,93.37,35.0
2023-08-18,16,69.99,105.86,121.72,93.37,35.0
