Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,45,7.0,23.53,25.87,24.71,50.0
2023-08-16,45,7.0,25.43,24.41,22.93,20.0
2023-08-17,44,7.0,25.43,24.41,22.93,20.0
2023-08-18,41,7.0,26.07,25.03,26.71,33.99
