Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,182,1.0,7.04,5.96,7.95,9.0
2023-08-16,182,1.0,7.04,5.96,7.95,9.0
2023-08-17,184,1.0,7.04,5.96,7.95,9.0
2023-08-18,186,1.0,7.04,5.96,7.95,9.0
