Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,140,0.2,1.76,1.79,1.79,3.61
2023-08-16,140,0.2,1.76,1.79,1.79,3.61
2023-08-17,142,0.2,1.76,1.79,1.79,3.61
2023-08-18,142,0.2,1.76,1.79,1.79,3.61
