Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,22,9.5,19.59,14.34,17.43,35.99
2023-08-16,22,9.5,19.59,14.34,17.43,35.99
2023-08-17,20,9.5,19.28,14.34,17.43,10.0
2023-08-18,20,9.5,19.28,14.34,17.43,10.0
