Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,136,1.0,2.71,3.34,3.11,3.0
2023-08-16,136,1.0,2.76,3.35,3.27,3.5
2023-08-17,136,1.0,2.76,3.35,3.27,3.5
2023-08-18,137,1.0,2.76,3.41,3.02,3.75
