Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,1523,0.25,16.99,12.8,28.07,3.5
2023-08-16,1523,0.25,17.02,13.08,28.57,15.05
2023-08-17,1517,0.25,17.3,13.38,29.13,16.7
2023-08-18,1521,0.29,16.85,12.16,23.78,2.39
