Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,27,0.35,7.12,5.58,4.95,1.98
2023-08-16,27,0.35,7.12,5.58,4.95,1.98
2023-08-17,27,0.35,7.12,5.58,4.95,1.98
2023-08-18,27,0.35,6.36,5.58,4.36,0.89
