Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,98,0.05,2.78,1.57,3.23,1.19
2023-08-16,98,0.05,2.78,1.57,3.23,1.19
2023-08-17,97,0.05,2.78,1.57,3.23,1.19
2023-08-18,97,0.05,2.78,1.57,3.23,1.19
