Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,28,85.0,338.45,326.15,313.71,500.0
2023-08-16,28,85.0,338.45,326.15,313.71,500.0
2023-08-17,29,160.0,318.81,304.7,257.28,85.0
2023-08-18,30,160.0,318.81,304.7,257.28,85.0
