Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,22,7.9,22.31,15.11,21.56,30.0
2023-08-16,22,7.9,22.31,15.11,21.56,30.0
2023-08-17,22,7.9,22.31,15.11,21.56,30.0
2023-08-18,25,7.9,22.31,15.11,21.56,30.0
