Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-16,105,1.5,7.43,7.8,9.63,24.0
2023-08-17,102,1.5,7.24,7.73,7.63,5.99
2023-08-18,102,1.5,7.24,7.73,7.63,5.99
