Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,31,10.0,93.96,65.86,100.35,14.95
2023-08-16,31,10.0,92.94,66.02,48.21,55.0
2023-08-17,31,10.0,92.94,66.02,48.21,55.0
2023-08-18,31,10.0,92.94,66.02,48.21,55.0
