Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,788,0.05,1.42,0.97,1.26,0.7
2023-08-16,788,0.05,1.34,0.95,1.14,0.41
2023-08-17,783,0.05,1.34,0.95,1.14,0.41
2023-08-18,783,0.05,1.34,0.95,1.14,0.41
