Date,Amount available,From price,Trend price,30-days average price,7-days average price,1-day average price
2023-08-15,43,2.0,7.83,7.88,9.41,18.0
2023-08-16,43,2.0,7.83,7.88,9.41,18.0
2023-08-17,45,2.0,7.83,7.88,9.41,18.0
2023-08-18,45,2.0,7.83,7.88,9.41,18.0
